month,value
Jan-20,1.125
Feb-20,1.090909091
Mar-20,0.722222222
Apr-20,0.769230769
May-20,0.625
Jun-20,1.777777778
Jul-20,0.526315789
Aug-20,0.714285714
Sep-20,0.666666667
Oct-20,1.066666667
Nov-20,0.75
Dec-20,0.85
Jan-21,1.428571429
Feb-21,1.25
Mar-21,1.041666667
Apr-21,1.1
May-21,1.227272727
Jun-21,1.136363636
Jul-21,1.7
Aug-21,1.571428571
Sep-21,1.8125
Oct-21,1.380952381
Nov-21,1.842105263
Dec-21,1.7
