month,value
Jan-20,1.739726027
Feb-20,1.453608247
Mar-20,1.680555556
Apr-20,3.128205128
May-20,1.318181818
Jun-20,1.754385965
Jul-20,1.023529412
Aug-20,0.944444444
Sep-20,1.099009901
Oct-20,1.024793388
Nov-20,1.155555556
Dec-20,1.414634146
Jan-21,1.75
Feb-21,1.144329897
Mar-21,1.088235294
Apr-21,1.125
May-21,1.371428571
Jun-21,1.372727273
Jul-21,1.70754717
Aug-21,1.56779661
Sep-21,1.495652174
Oct-21,1.504201681
Nov-21,1.692982456
Dec-21,2.09009009
