month,value
Jan-20,1.26625387
Feb-20,1.106442577
Mar-20,0.977917981
Apr-20,0.844444444
May-20,0.497645212
Jun-20,0.709543568
Jul-20,1.2
Aug-20,1.187341772
Sep-20,1.255936675
Oct-20,1.366925065
Nov-20,1.17603912
Dec-20,1.054176072
Jan-21,1.478753541
Feb-21,1.377088305
Mar-21,1.672605791
Apr-21,2.195431472
May-21,2.153284672
Jun-21,2.020361991
Jul-21,2.010660981
Aug-21,1.885529158
Sep-21,2.00212766
Oct-21,1.918918919
Nov-21,1.733333333
Dec-21,1.63238512
