month,value
Jan-20,1.003257329
Feb-20,0.950558214
Mar-20,0.945762712
Apr-20,0.806890299
May-20,0.651769088
Jun-20,0.770965469
Jul-20,0.981161695
Aug-20,0.950120676
Sep-20,0.894819466
Oct-20,0.888971684
Nov-20,1.020729685
Dec-20,1.033653846
Jan-21,1.100398406
Feb-21,1.19658814
Mar-21,1.312598425
Apr-21,1.35446906
May-21,1.297692308
Jun-21,1.285714286
Jul-21,1.406226835
Aug-21,1.460202605
Sep-21,1.419213974
Oct-21,1.453471196
Nov-21,1.36059744
Dec-21,1.410312273
