month,value
Jan-20,1.098106713
Feb-20,1.154537287
Mar-20,0.965638767
Apr-20,0.979118329
May-20,0.914744233
Jun-20,0.869118905
Jul-20,1.025022341
Aug-20,0.993960311
Sep-20,1.086236934
Oct-20,1.127845884
Nov-20,1.113934426
Dec-20,1.291772689
Jan-21,1.226351351
Feb-21,1.2200489
Mar-21,1.308072488
Apr-21,1.437229437
May-21,1.493955095
Jun-21,1.462171053
Jul-21,1.460377358
Aug-21,1.571428571
Sep-21,1.453968254
Oct-21,1.559541985
Nov-21,1.47027027
Dec-21,1.667491749
